Clutch,Replicate,Male,Female,Population,Tank,Mass,Dry_mass,Chamber,System,Volume,Date_tested,Date_analysed,Swim,Salinity,Temperature,Resting_kg_wet,Resting,rsqrest,Max_kg_wet,Max,rsqmax,AAS_kg_wet,AAS,Notes,True_resting
126,6,CARL360,CARL249,Arlington reef,126,0.0005407,0.000511,ch3,Asus,0.04565,19/06/2023,19882,good/good,37,30,530.7962146,0.287001513,0.9808,966.31539,0.522486731,0.99827407,435.5191753,0.235485218,Chamber1 was accidentally in the position of chamber 3,Y
126,5,CARL360,CARL249,Arlington reef,272,0.0005257,0.0005114,ch4,Asus,0.04791,19/06/2023,19882,good/good,37,30,595.1175656,0.312853304,0.989,1181.047091,0.620876456,0.99473188,585.9295256,0.308023152,NA,Y
126,1,CARL360,CARL249,Arlington reef,272,0.0005455,0.0005174,ch4,Dell_7440,0.0486,19/06/2023,19882,good/good,37,30,458.3899045,0.250051693,0.993,1053.242543,0.574543807,0.991588677,594.8526388,0.324492114,NA,Y
126,2,CARL360,CARL249,Arlington reef,272,0.0005806,0.0005473,ch3,Dell_7440,0.04977,19/06/2023,19882,good/good,37,30,497.7239914,0.288978549,0.9912,1025.431817,0.595365713,0.979906378,527.7078258,0.306387164,part of perculum missing,Y
126,7,CARL360,CARL249,Arlington reef,272,0.0006804,0.0006617,ch2,Asus,0.04551,19/06/2023,19882,good/good,37,30,493.7795085,0.335967578,0.994,1191.779635,0.810886864,0.990715258,698.0001269,0.474919286,Chamber3 was accidentally in the position of chamber2,Y
126,3,CARL360,CARL249,Arlington reef,272,0.0007421,0.0006947,ch2,Dell_7440,0.04593,19/06/2023,19882,good/good,37,30,542.4310747,0.402538101,0.9904,1006.850302,0.747183609,0.98594448,464.4192273,0.344645509,NA,Y
109,2,CARL367,CARL363,Arlington reef,112,0.0005337,0.000477,ch3,Dell,0.04977,21/05/2023,19888,good/good,36,28.5,270.9885652,0.144626597,0.9808,1225.663094,0.654136393,0.995771938,954.6745285,0.509509796,check max,Y
109,5,CARL367,CARL363,Arlington reef,112,0.0005759,0.0005622,ch4,Asus,0.04791,21/05/2023,19888,good/good,36,28.5,384.9815679,0.221710885,0.9856,977.3085141,0.562831973,0.997340342,592.3269462,0.341121088,NA,Y
109,4,CARL367,CARL363,Arlington reef,112,0.0006219,0.000591,ch1,Dell,0.0465,21/05/2023,19888,good/good,36,28.5,370.9064441,0.230666718,0.9944,1082.065846,0.67293675,0.996501246,711.1594022,0.442270032,NA,Y
109,6,CARL367,CARL363,Arlington reef,112,0.0006141,0.0006159,ch2,Asus,0.04551,21/05/2023,19888,good/good,36,28.5,408.9750567,0.251151582,0.9932,843.7751095,0.518162295,0.997053391,434.8000529,0.267010712,For max probe 2 was used!,Y
109,7,CARL367,CARL363,Arlington reef,112,0.0006246,0.0006378,ch2,Asus,0.04573,21/05/2023,19888,good/good,36,28.5,434.1076577,0.271143643,0.9932,1022.543003,0.63868036,0.99117471,588.4353456,0.367536717,NA,Y
109,3,CARL367,CARL363,Arlington reef,112,0.000698,0.0006934,ch2,Dell,0.04593,21/05/2023,19888,good/good,36,28.5,344.5478715,0.240494414,0.9876,1116.672476,0.779437388,0.996255416,772.1246043,0.538942974,NA,Y
109,1,CARL367,CARL363,Arlington reef,112,0.0008012,0.0007291,ch4,Dell,0.0486,21/05/2023,19888,good/good,36,28.5,336.663856,0.269735081,0.9872,1121.782465,0.898772111,0.983929588,785.1186094,0.62903703,NA,Y
108,2,CARL369,CARL349,Arlington reef,216,0.0003585,0.0003306,ch3,Asus,0.04551,20/05/2023,19888,good/good,36,28.5,440.3907838,0.157880096,0.985,1932.843769,0.692924491,0.973250183,1492.452985,0.535044395,NA,Y
108,7,CARL369,CARL349,Arlington reef,216,0.0003905,0.0003708,ch2,Dell,0.04593,20/05/2023,19888,good/good,36,28.5,356.876135,0.139360131,0.9834,959.359279,0.374629798,0.967415057,602.483144,0.235269668,NA,Y
108,3,CARL369,CARL349,Arlington reef,216,0.000626,0.0005907,ch2,Asus,0.04573,20/05/2023,19888,good/good,36,28.5,451.7377514,0.282787832,0.9918,1154.551165,0.722749029,0.995347773,702.8134132,0.439961197,NA,Y
108,1,CARL369,CARL349,Arlington reef,216,0.000683,0.0005987,ch4,Asus,0.04791,20/05/2023,19888,good/good,36,28.5,241.1621394,0.164713741,0.9808,1393.160949,0.951528928,0.98427463,1151.99881,0.786815187,NA,Y
108,8,CARL369,CARL349,Arlington reef,216,0.0006171,0.0006039,ch1,Dell,0.0465,20/05/2023,19888,good/good,36,28.5,464.0816736,0.286384801,0.9962,1033.434669,0.637732534,0.997181784,569.3529956,0.351347734,NA,Y
108,4,CARL369,CARL349,Arlington reef,216,0.0008961,0.0008602,ch1,Asus,0.04565,20/05/2023,19888,good/good,36,28.5,278.0075039,0.249122524,0.9916,914.9421962,0.819879702,0.997594312,636.9346923,0.570757178,check max,Y
55,6,CPRE189,CPRE202,Pretty patches,200,0.0002658,0.0002478,ch3,Dell,0.04999,27/03/2023,19901,good/good,36,30,256.2802353,0.068119287,0.9704,1096.154554,0.291357881,0.985913464,839.8743191,0.223238594,NA,Y
78,4,CPRE189,CPRE202,Pretty patches,263,0.0003088,0.0003009,ch1,Dell,0.0465,26/04/2023,19893,good/good,36,30,463.845403,0.14323546,0.9848,1157.982882,0.357585114,0.995664713,694.1374792,0.214349654,NA,Y
55,1,CPRE189,CPRE202,Pretty patches,200,0.0003356,0.000302,ch4,Asus,0.05068,27/03/2023,19901,good/good,36,30,319.8321346,0.107335664,0.986,890.9606214,0.299006385,0.987488886,571.1284868,0.19167072,NA,Y
55,8,CPRE189,CPRE202,Pretty patches,200,0.0003504,0.0003278,ch1,Dell,0.04672,27/03/2023,19901,good/good,36,30,525.4491776,0.184117392,0.9978,1113.781176,0.390268924,0.99491947,588.3319987,0.206151532,NA,Y
78,3,CPRE189,CPRE202,Pretty patches,263,0.0004206,0.0004005,ch2,Dell,0.04593,26/04/2023,19893,good/good,36,30,441.867581,0.185849505,0.99,1213.443111,0.510374172,0.993437854,771.5755296,0.324524668,check max,Y
78,2,CPRE189,CPRE202,Pretty patches,263,0.0004328,0.0004222,ch3,Dell,0.04977,26/04/2023,19893,good/good,36,30,435.3532396,0.188420882,0.9914,984.5145982,0.426097918,0.997869863,549.1613586,0.237677036,NA,Y
55,4,CPRE189,CPRE202,Pretty patches,200,0.0005874,0.0005,ch1,Asus,0.04565,27/03/2023,19901,good/good,36,30,414.108789,0.243247503,0.9886,1294.9205,0.760636302,0.998436536,880.8117113,0.517388799,NA,Y
78,5,CPRE189,CPRE202,Pretty patches,263,0.0005231,0.0005168,ch4,Asus,0.04791,26/04/2023,19893,good/good,36,30,437.2445741,0.228722637,0.9938,1296.032274,0.677954483,0.98809226,858.7876999,0.449231846,NA,Y
55,3,CPRE189,CPRE202,Pretty patches,200,0.0005564,0.0005202,ch2,Asus,0.04958,27/03/2023,19901,good/good,36,30,439.8022615,0.244705978,0.9948,1104.085352,0.61431309,0.976978208,664.2830904,0.369607112,NA,Y
78,6,CPRE189,CPRE202,Pretty patches,263,0.000522,0.0005267,ch3,Asus,0.04551,26/04/2023,19893,good/good,36,30,441.6289615,0.230530318,0.9858,1777.749438,0.927985207,0.993450763,1336.120477,0.697454889,NA,Y
78,1,CPRE189,CPRE202,Pretty patches,263,0.0005548,0.0005286,ch4,Dell,0.0486,26/04/2023,19893,good/good,36,30,449.808905,0.249553981,0.9936,2225.235851,1.23456085,0.993693223,1775.426946,0.985006869,NA,Y
55,5,CPRE189,CPRE202,Pretty patches,200,0.0005794,0.0005468,ch4,Dell,0.04882,27/03/2023,19901,good/good,36,30,341.8848146,0.198088062,0.9934,952.463236,0.551857199,0.976011199,610.5784215,0.353769137,NA,Y
55,2,CPRE189,CPRE202,Pretty patches,200,0.0006469,0.0005976,ch3,Asus,0.04873,27/03/2023,19901,good/good,36,30,343.3865617,0.17938514,0.9906,870.2298735,0.454608086,0.996224185,526.8433118,0.275222946,Secoond cycle used for max,Y
55,7,CPRE189,CPRE202,Pretty patches,200,0.0006597,0.0006284,ch2,Dell,0.04615,27/03/2023,19901,good/good,36,30,329.9133356,0.217643828,0.9934,1535.11987,1.012718578,0.995121332,1205.206534,0.795074751,NA,Y
78,7,CPRE189,CPRE202,Pretty patches,263,0.0006612,0.0006364,ch2,Asus,0.04573,26/04/2023,19893,good/good,36,30,455.4662208,0.301154265,0.9888,1194.375571,0.789721127,0.992574718,738.90935,0.488566862,NA,Y
38,8,CPRE372,CPRE370,Pretty patches,199,0.0003845,0.0003779,ch1,Asus,0.04565,14/03/2023,19902,good/good,36,27,210.5569674,0.096035033,0.9772,775.8317253,0.35385685,0.958751167,565.2747579,0.257821817,NA,Y
38,4,CPRE372,CPRE370,Pretty patches,199,0.0004911,0.0004541,ch1,Dell,0.04672,14/03/2023,19902,good/good,36,27,297.2507812,0.145979859,0.994,798.4902107,0.392138542,0.991392148,501.2394294,0.246158684,NA,Y
38,5,CPRE372,CPRE370,Pretty patches,199,0.0005705,0.0005383,ch4,Asus,0.05068,14/03/2023,19902,good/good,36,27,196.7130514,0.112224796,0.9718,708.4107914,0.404148357,0.954980228,511.69774,0.291923561,not reliable,Y
76,1,CPRE372,CPRE209,Pretty patches,378,0.0005722,0.000545,ch4,Dell,0.0486,25/04/2023,19893,good/good,36,27,401.1335608,0.229528623,0.984,955.8924729,0.546961673,0.982591295,554.7589121,0.31743305,NA,Y
38,3,CPRE372,CPRE370,Pretty patches,199,0.0006333,0.0005898,ch2,Dell,0.04615,14/03/2023,19902,good/good,36,27,191.4322145,0.121234021,0.9876,700.6470521,0.443719778,0.984498729,509.2148376,0.322485757,NA,Y
76,7,CPRE372,CPRE209,Pretty patches,378,0.0006609,0.0006244,ch2,Asus,0.04573,25/04/2023,19893,good/good,36,27,415.527807,0.274622328,0.9886,890.8548369,0.588765962,0.988706476,475.32703,0.314143634,NA,Y
38,6,CPRE372,CPRE370,Pretty patches,199,0.0006704,0.0006272,ch3,Asus,0.04873,14/03/2023,19902,good/good,36,27,343.3358979,0.230172386,0.9946,639.493462,0.428716417,0.989407852,296.1575641,0.198544031,NA,Y
38,7,CPRE372,CPRE370,Pretty patches,199,0.0006885,0.0006326,ch2,Asus,0.04958,14/03/2023,19902,good/good,36,27,347.59918,0.239322035,0.985,1239.289434,0.853250775,0.997185146,891.6902542,0.61392874,check max,Y
38,2,CPRE372,CPRE370,Pretty patches,199,0.0007181,0.000673,ch3,Dell,0.04999,14/03/2023,19902,good/good,36,27,NA,NA,NA,674.8216992,0.484589462,0.992166407,NA,NA,resting not reliable tube split,Y
76,4,CPRE372,CPRE209,Pretty patches,378,0.0007347,0.0006984,ch1,Dell,0.0465,25/04/2023,19893,good/good,36,27,391.458334,0.287604438,0.9902,1085.138152,0.797251001,0.961462567,693.6798184,0.509646563,NA,Y
38,1,CPRE372,CPRE370,Pretty patches,199,0.0008264,0.0007573,ch4,Dell,0.04882,14/03/2023,19902,good/good,36,27,272.7232575,0.2253785,0.9872,817.0304965,0.675194002,0.987833139,544.307239,0.449815502,check max,Y
76,6,CPRE372,CPRE209,Pretty patches,378,0.0008348,0.0008209,ch3,Asus,0.04551,25/04/2023,19893,good/good,36,27,442.4759285,0.369378905,0.9908,1213.778951,1.013262668,0.993458367,771.3030221,0.643883763,NA,Y
76,3,CPRE372,CPRE209,Pretty patches,378,0.0008494,0.0008265,ch2,Dell,0.04593,25/04/2023,19893,good/good,36,27,437.6169465,0.371711834,0.9978,881.0829541,0.748391861,0.962289525,443.4660076,0.376680027,second cycle used for max,Y
76,5,CPRE372,CPRE209,Pretty patches,378,0.0008519,0.0008303,ch4,Asus,0.04791,25/04/2023,19893,good/good,36,27,353.1133051,0.300817225,0.9844,935.2148004,0.796709488,0.98486935,582.1014952,0.495892264,NA,Y
66,7,CPRE375,CPRE377,Pretty patches,177,0.0003691,0.0003355,ch2,Asus,0.04958,18/04/2023,19894,good/good,36,27,292.3922778,0.10792199,0.9756,734.5763639,0.271132136,0.994550424,442.1840861,0.163210146,second cycle used for max,Y
105,3,CPRE375,CPRE377,Pretty patches,276,0.0004149,0.0003719,ch2,Dell,0.04593,18/05/2023,19888,good/good,36,27,451.9159162,0.187499914,0.995,942.6747077,0.391115736,0.992375146,490.7587915,0.203615823,NA,Y
105,2,CPRE375,CPRE377,Pretty patches,276,0.0004503,0.0004134,ch3,Dell,0.04977,18/05/2023,19888,good/good,36,27,468.8560214,0.211125866,0.9872,924.2412434,0.416185832,0.978912797,455.3852219,0.205059965,max seems low,Y
66,4,CPRE375,CPRE377,Pretty patches,177,0.000485,0.0004598,ch1,Dell,0.0465,18/04/2023,19894,good/good,36,27,422.7423888,0.205030059,0.9988,1166.039617,0.565529214,0.997296843,743.2972286,0.360499156,NA,Y
105,1,CPRE375,CPRE377,Pretty patches,276,0.000504,0.0004715,ch4,Dell,0.0486,18/05/2023,19888,good/good,36,27,361.1712126,0.182030291,0.9862,911.4023652,0.459346792,0.980493364,550.2311526,0.277316501,check max,Y
66,8,CPRE375,CPRE377,Pretty patches,177,0.000512,0.0004842,ch1,Asus,0.04565,18/04/2023,19894,good/good,36,27,400.9746471,0.205299019,0.9842,917.6988628,0.469861818,0.998092243,516.7242157,0.264562798,NA,Y
105,4,CPRE375,CPRE377,Pretty patches,276,0.0005895,0.0005395,ch1,Dell,0.0465,18/05/2023,19888,good/good,36,27,306.6897054,0.180793581,0.987,845.841871,0.498623783,0.996167311,539.1521656,0.317830202,NA,Y
105,7,CPRE375,CPRE377,Pretty patches,276,0.0005646,0.0005397,ch2,Asus,0.04573,18/05/2023,19888,good/good,36,27,396.346021,0.223776963,0.9872,964.041925,0.544298071,0.97779158,567.695904,0.320521107,NA,Y
66,6,CPRE375,CPRE377,Pretty patches,177,0.0005827,0.0005483,ch3,Asus,0.04873,18/04/2023,19894,good/good,36,27,351.0070092,0.204531784,0.9878,1440.691237,0.839490784,0.997218747,1089.684228,0.634959,NA,Y
66,2,CPRE375,CPRE377,Pretty patches,177,0.000622,0.0005835,ch3,Dell,0.04977,18/04/2023,19894,good/good,36,27,305.6419766,0.190109309,0.9938,649.2902475,0.403858534,0.992817471,343.6482709,0.213749224,check max,Y
66,1,CPRE375,CPRE377,Pretty patches,177,0.0006264,0.0006067,ch4,Dell,0.0486,18/04/2023,19894,good/good,36,27,340.5641193,0.213329364,0.9886,909.9391261,0.569985869,0.998077668,569.3750067,0.356656504,NA,N
66,3,CPRE375,CPRE377,Pretty patches,177,0.0006914,0.0006526,ch2,Dell,0.04593,18/04/2023,19894,good/good,36,27,264.3987158,0.182805272,0.9818,761.6347292,0.526594252,0.996114759,497.2360134,0.34378898,NA,Y
86,7,CPRE391,CPRE390,Pretty patches,363,0.0004869,0.0004533,ch2,Asus,0.04573,5/05/2023,19893,good/good,35,30,442.7974592,0.215598083,0.9846,1132.632541,0.551478784,0.98876152,689.8350822,0.335880702,NA,Y
86,2,CPRE391,CPRE390,Pretty patches,363,0.0004854,0.0004537,ch3,Dell,0.04977,5/05/2023,19893,good/good,35,30,465.2092185,0.225812555,0.9966,1108.604199,0.538116478,0.98825017,643.3949808,0.312303924,NA,Y
86,6,CPRE391,CPRE390,Pretty patches,363,0.000622,0.00061,ch3,Asus,0.04551,5/05/2023,19893,good/good,35,30,360.7823518,0.224406623,0.9904,1139.836373,0.708978224,0.997416573,779.0540216,0.484571601,NA,Y
86,4,CPRE391,CPRE390,Pretty patches,363,0.000675,0.0006421,ch1,Dell,0.0465,5/05/2023,19893,good/good,35,30,453.1393183,0.30586904,0.9954,1200.90471,0.810610679,0.998941943,747.7653917,0.504741639,check max,Y
86,1,CPRE391,CPRE390,Pretty patches,363,0.0006884,0.0006482,ch4,Dell,0.0486,5/05/2023,19893,good/good,35,30,449.4657465,0.30941222,0.9904,1201.374692,0.827026338,0.998399077,751.9089458,0.517614118,NA,Y
86,3,CPRE391,CPRE390,Pretty patches,363,0.0008507,0.0008399,ch2,Dell,0.04593,5/05/2023,19893,good/good,35,30,429.9548775,0.365762614,0.9966,1127.24014,0.958943187,0.982744588,697.2852629,0.593180573,NA,Y
131,7,CPRE447,CPRE452,Pretty patches,152,0.0003497,0.0003404,ch2,Asus,0.04573,29/06/2023,19951,good/good,37,30,397.43406,0.138982691,0.992,1081.683999,0.378264894,0.992101813,684.2499387,0.239282204,NA,Y
131,1,CPRE447,CPRE452,Pretty patches,152,0.0004318,0.0003854,ch4,Dell,0.0486,29/06/2023,19951,good/good,37,30,366.233602,0.158139669,0.9724,1371.758694,0.592325404,0.995841504,1005.525092,0.434185735,NA,Y
131,8,CPRE447,CPRE452,Pretty patches,152,0.0004363,0.0003992,ch1,Asus,0.04565,29/06/2023,19951,good/good,37,30,308.3439601,0.13453047,0.9788,NA,NA,NA,NA,NA,NA,Y
131,5,CPRE447,CPRE452,Pretty patches,152,0.0004876,0.0004538,ch4,Asus,0.04791,29/06/2023,19951,good/good,37,30,566.4853339,0.276218249,0.9834,1209.977437,0.589984998,0.994183028,643.4921034,0.31376675,NA,Y
104,6,CPRE447,CPRE452,Pretty patches,171,0.0004818,0.000457,ch3,Asus,0.04551,16/05/2023,19888,good/good,36,30,483.676903,0.233035532,0.9846,1525.556607,0.735013173,0.991678751,1041.879704,0.501977641,NA,Y
131,4,CPRE447,CPRE452,Pretty patches,152,0.0005225,0.000472,ch1,Dell7440,0.0465,29/06/2023,19951,good/good,37,30,511.2422304,0.267124065,0.9914,1395.332932,0.729061457,0.9945145,884.0907018,0.461937392,NA,Y
104,7,CPRE447,CPRE452,Pretty patches,171,0.0005107,0.0004754,ch2,Asus,0.04573,16/05/2023,19888,good/good,36,30,372.7509837,0.190363927,0.9758,1507.603373,0.769933043,0.994853173,1134.85239,0.579569115,NA,Y
104,4,CPRE447,CPRE452,Pretty patches,171,0.0005232,0.0004847,ch1,Dell,0.0465,16/05/2023,19888,good/good,36,30,525.8490029,0.275124198,0.994,1365.551483,0.714456536,0.993330923,839.7024803,0.439332338,NA,Y
104,3,CPRE447,CPRE452,Pretty patches,171,0.0005556,0.0005084,ch2,Dell,0.04593,16/05/2023,19888,good/good,36,30,395.3663394,0.219665538,0.9888,1291.012206,0.717286382,0.991930955,895.6458668,0.497620844,NA,Y
131,3,CPRE447,CPRE452,Pretty patches,152,0.000584,0.0005377,ch2,Dell7440,0.04593,29/06/2023,19951,good/good,37,30,320.4809693,0.187160886,0.9814,949.0909071,0.55426909,0.987194959,628.6099378,0.367108204,NA,Y
104,8,CPRE447,CPRE452,Pretty patches,171,0.0006159,0.0005814,ch1,Asus,0.04565,16/05/2023,19888,good/good,36,30,357.0853298,0.219928855,0.9914,1104.987391,0.680561734,0.985851357,747.902061,0.460632879,NA,Y
131,2,CPRE447,CPRE452,Pretty patches,152,0.0006713,0.0006199,ch3,Dell7440,0.04977,29/06/2023,19951,good/good,37,30,265.6859728,0.178354994,0.974,824.6318586,0.553575367,0.992511312,558.9458858,0.375220373,NA,Y
104,5,CPRE447,CPRE452,Pretty patches,171,0.0008584,0.0008175,ch4,Asus,0.04791,16/05/2023,19888,good/good,36,30,418.4542178,0.359201101,0.9952,1497.498288,1.28545253,0.991658441,1079.04407,0.926251429,NA,Y
110,2,CPRE453,CPRE459,Pretty patches,308,0.000452,0.0004151,ch3,Dell,0.04977,22/05/2023,19888,good/good,36,28.5,363.9009517,0.16448323,0.9946,758.9151807,0.343029662,0.995877474,395.014229,0.178546432,NA,Y
110,5,CPRE453,CPRE459,Pretty patches,308,0.0004963,0.0004387,ch4,Asus,0.04791,22/05/2023,19888,good/good,36,28.5,184.3558184,0.091495793,0.9746,1010.421937,0.501472407,0.993922702,826.0661186,0.409976615,NA,Y
110,6,CPRE453,CPRE459,Pretty patches,308,0.0004944,0.0004603,ch3,Asus,0.04551,22/05/2023,19888,good/good,36,28.5,227.3752133,0.112414305,0.9822,1519.86924,0.751423352,0.997323544,1292.494027,0.639009047,NA,Y
110,4,CPRE453,CPRE459,Pretty patches,308,0.0005214,0.0004768,ch1,Dell,0.0465,22/05/2023,19888,good/good,36,28.5,390.3360341,0.203521208,0.9862,1546.929296,0.806568935,0.981171311,1156.593262,0.603047727,NA,Y
110,3,CPRE453,CPRE459,Pretty patches,308,0.0005948,0.0005603,ch2,Dell,0.04593,22/05/2023,19888,good/good,36,28.5,361.040772,0.214747051,0.9894,791.3729626,0.470708638,0.992203246,430.3321907,0.255961587,check max,Y
110,7,CPRE453,CPRE459,Pretty patches,308,0.000722,0.0007013,ch2,Asus,0.04573,22/05/2023,19888,good/good,36,28.5,315.3281806,0.227666946,0.9912,940.5464383,0.679074528,0.989305308,625.2182577,0.451407582,NA,Y
110,1,CPRE453,CPRE459,Pretty patches,308,0.0007981,0.0007382,ch4,Dell,0.0486,22/05/2023,19888,good/good,36,28.5,301.3976777,0.240545487,0.9824,1133.176522,0.904388182,0.99918788,831.7788447,0.663842696,NA,Y
107,7,CPRE521,CPRE524,Pretty patches,204,0.0003846,0.0003756,ch2,Asus,0.04573,19/05/2023,19888,good/good,36,28.5,543.0903664,0.208872555,0.998,1217.194824,0.468133129,0.996894992,674.1044574,0.259260574,NA,Y
107,6,CPRE521,CPRE524,Pretty patches,204,0.0004617,0.0004246,ch3,Asus,0.04551,19/05/2023,19888,good/good,36,28.5,754.4013564,0.348307106,0.9986,1323.317238,0.610975569,0.998340838,568.9158813,0.262668462,NA,Y
107,8,CPRE521,CPRE524,Pretty patches,204,0.0005079,0.0005104,ch1,Asus,0.04565,19/05/2023,19888,good/good,36,28.5,284.4999233,0.144497511,0.9728,1130.594025,0.574228705,0.997728189,846.0941017,0.429731194,NA,Y
107,2,CPRE521,CPRE524,Pretty patches,204,0.0005646,0.0005289,ch3,Dell,0.04977,19/05/2023,19888,good/good,36,28.5,359.086209,0.202740074,0.9892,980.0821989,0.553354409,0.997543131,620.9959899,0.350614336,NA,Y
107,4,CPRE521,CPRE524,Pretty patches,204,0.0005904,0.0005662,ch1,Dell,0.0465,19/05/2023,19888,good/good,36,28.5,466.7811898,0.275587614,0.9978,810.8822028,0.478744853,0.995668568,344.1010129,0.203157238,NA,Y
107,1,CPRE521,CPRE524,Pretty patches,204,0.0006615,0.0006274,ch4,Dell,0.0486,19/05/2023,19888,good/good,36,28.5,441.4912292,0.292046448,0.9948,934.0347231,0.617863969,0.998019786,492.5434939,0.325817521,check max,Y
107,3,CPRE521,CPRE524,Pretty patches,204,0.0007636,0.000735,ch2,Dell,0.04593,19/05/2023,19888,good/good,36,28.5,384.2661652,0.293425644,0.9948,850.3666797,0.649339997,0.996748318,466.1005144,0.355914353,NA,Y
120,4,CPRE550,CPRE533,Pretty patches,109,0.0004341,0.0004122,ch1,Dell_7440,0.0465,8/06/2023,19887,good/good,36,28.5,361.7895213,0.157052831,0.9906,1265.979411,0.549561662,0.933249095,904.1898894,0.392508831,NA,Y
120,3,CPRE550,CPRE533,Pretty patches,109,0.0004838,0.000452,ch2,Dell_7440,0.04593,8/06/2023,19887,good/good,36,28.5,371.1568595,0.179565689,0.9732,896.2093524,0.433586085,0.994221987,525.0524929,0.254020396,Second cycle used for max,Y
120,5,CPRE550,CPRE533,Pretty patches,109,0.0004984,0.000479,ch4,Asus,0.04791,8/06/2023,19887,good/good,36,28.5,404.173152,0.201439899,0.9686,1211.163852,0.603644064,0.939650081,806.9906995,0.402204165,NA,Y
120,7,CPRE550,CPRE533,Pretty patches,109,0.000533,0.000505,ch2,Asus,0.04573,8/06/2023,19887,good/good,36,28.5,481.718102,0.256755748,0.9834,1103.568259,0.588201882,0.985326299,621.8501572,0.331446134,NA,Y
