Clutch,Replicate,Male,Female,Population,Tank,Mass,Dry_mass,Chamber,System,Volume,Date_tested,Date_analysed,Swim,Salinity,Temperature,Resting_kg_wet,Resting,rsqrest,Max_kg_wet,Max,rsqmax,AAS_kg_wet,AAS,Notes,True_resting
122,5,CARL230,CARL235,Arlington reef,117,0.0004402,0.0004251,ch4,Asus,0.04791,17/06/2023,19882,good/good,35,27,317.071808,0.13957501,0.984,1322.896627,0.582339095,0.991049978,1005.824819,0.442764085,NA,Y
122,7,CARL230,CARL235,Arlington reef,117,0.0005031,0.000478,ch2,Asus,0.04551,17/06/2023,19882,good/good,35,27,424.7767021,0.213705159,0.9938,898.3544246,0.451962111,0.984783355,473.5777225,0.238256952,chamber3 was mistakenly in place of chamber2; third cycle used for max,Y
81,7,CARL230,CARL235,Arlington reef,176,0.000531,0.0004843,ch2,Asus,0.04573,1/05/2023,19893,good/good,36,27,260.9390289,0.138558624,0.9746,803.659584,0.426743239,0.995897079,542.7205551,0.288184615,resting may be unreliable,N
122,4,CARL230,CARL235,Arlington reef,117,0.0005099,0.0004892,ch1,Dell_7440,0.0465,17/06/2023,19882,good/good,35,27,390.3076624,0.199017877,0.9854,834.4994918,0.425511291,0.994662393,444.1918294,0.226493414,NA,Y
122,8,CARL230,CARL235,Arlington reef,117,0.0005741,0.000505,ch1,Asus,0.04573,17/06/2023,19882,good/good,35,27,394.5737501,0.22652479,0.9872,709.451791,0.407296273,0.984488948,314.8780409,0.180771483,Chamber2 was mistakenly in place of chamber1,N
81,3,CARL230,CARL235,Arlington reef,176,0.000562,0.0005336,ch2,Dell,0.04593,1/05/2023,19893,good/good,36,27,327.5272921,0.184070338,0.989,824.79137,0.46353275,0.991871828,497.2640779,0.279462412,reliable?,Y
81,5,CARL230,CARL235,Arlington reef,176,0.0005763,0.0005362,ch4,Asus,0.04791,1/05/2023,19893,good/good,36,27,454.2997118,0.261812924,0.9962,929.6317113,0.535746755,0.995455485,475.3319994,0.273933831,NA,Y
81,2,CARL230,CARL235,Arlington reef,176,0.0005951,0.000553,ch3,Dell,0.04977,1/05/2023,19893,good/good,36,27,367.5325213,0.218718603,0.9848,1242.443515,0.739378136,0.986620606,874.9109935,0.520659532,NA,Y
81,6,CARL230,CARL235,Arlington reef,176,0.0005532,0.000559,ch3,Asus,0.04551,1/05/2023,19893,good/good,36,27,416.3992185,0.230352048,0.9852,1081.890876,0.598502032,0.992334475,665.4916572,0.368149985,NA,Y
81,4,CARL230,CARL235,Arlington reef,176,0.0006731,0.0006354,ch1,Dell,0.0465,1/05/2023,19893,good/good,36,27,416.896327,0.280612918,0.9916,992.5852733,0.668109147,0.997462947,575.6889463,0.38749623,NA,Y
122,1,CARL230,CARL235,Arlington reef,117,0.000673,0.0006466,ch4,Dell_7440,0.0486,17/06/2023,19882,good/good,35,27,305.5200142,0.20561497,0.9664,1251.883468,0.842517574,0.971316432,946.3634542,0.636902605,mAax cycle was flat for first 50 s than started.,Y
122,6,CARL230,CARL235,Arlington reef,117,0.0007215,0.0007428,ch3,Asus,0.04565,17/06/2023,19882,good/good,35,27,302.8453619,0.218502929,0.9724,728.5236652,0.525629824,0.996750137,425.6783032,0.307126896,Chamber1 was mistakenly in position of chamber3; second cycle used for max,Y
122,2,CARL230,CARL235,Arlington reef,117,0.000794,0.0007959,ch3,Dell_7440,0.04977,17/06/2023,19882,good/good,35,27,375.3976369,0.298065724,0.9866,845.5720919,0.671384241,0.998194784,470.1744549,0.373318517,Second cycle used for max,Y
84,3,CARL233,CARL215,Arlington reef,366,0.0002893,0.0002576,ch2,Asus,0.04573,2/05/2023,19893,good/good,36,30,410.2156519,0.118675388,0.9784,897.3774856,0.259611307,0.985245619,487.1618337,0.140935918,NA,Y
84,7,CARL233,CARL215,Arlington reef,366,0.0004428,0.0003945,ch2,Dell,0.04593,2/05/2023,19893,good/good,36,30,430.7473828,0.190734941,0.9768,992.8826368,0.439648432,0.997546164,562.135254,0.24891349,NA,Y
84,2,CARL233,CARL215,Arlington reef,366,0.0005741,0.0004374,ch3,Asus,0.04551,2/05/2023,19893,good/good,36,30,505.6601374,0.290299485,0.976,1098.504356,0.630651351,0.977866626,592.8442185,0.340351866,NA,Y
84,5,CARL233,CARL215,Arlington reef,366,0.0004984,0.0004638,ch4,Dell,0.0486,2/05/2023,19893,good/good,36,30,406.0028349,0.202351813,0.9968,726.3946343,0.362035086,0.993441128,320.3917994,0.159683273,check max; switched with chamber one for background pre-trial,Y
84,1,CARL233,CARL215,Arlington reef,366,0.0005537,0.0005109,ch4,Asus,0.04791,2/05/2023,19893,good/good,36,30,543.594033,0.300988016,0.999,882.8762716,0.488848592,0.998440589,339.2822386,0.187860576,NA,Y
84,6,CARL233,CARL215,Arlington reef,366,0.0005475,0.0005166,ch3,Dell,0.04977,2/05/2023,19893,good/good,36,30,419.2956747,0.229564382,0.9826,1100.067131,0.602286754,0.998377071,680.7714562,0.372722372,NA,Y
84,8,CARL233,CARL215,Arlington reef,366,0.0007714,0.0007172,ch1,Dell,0.0465,2/05/2023,19893,good/good,36,30,402.3455559,0.310369362,0.9914,1093.851138,0.843796768,0.994193049,691.5055817,0.533427406,NA,Y
84,4,CARL233,CARL215,Arlington reef,366,0.0007933,0.0007566,ch1,Asus,0.04565,2/05/2023,19893,good/good,36,30,320.1792861,0.253998228,0.9838,1018.399427,0.807896265,0.995638244,698.2201407,0.553898038,NA,Y
80,5,CARL237,CARL219,Arlington reef,179,0.0002639,0.0002429,ch4,Asus,0.04791,29/04/2023,19893,good/good,36,27,291.2524064,0.07686151,0.9722,2065.013238,0.544956994,0.994627245,1773.760832,0.468095484,NA,Y
80,4,CARL237,CARL219,Arlington reef,179,0.0003924,0.0003666,ch1,Dell,0.0465,29/04/2023,19893,good/good,36,27,501.2644778,0.196696181,0.984,954.087025,0.374383749,0.988601659,452.8225472,0.177687568,NA,Y
40,5,CARL237,CARL219,Arlington reef,198,0.0004454,0.0004492,ch4,Dell,0.04882,13/03/2023,19902,good/good,36,27,350.9033233,0.15629234,0.987,790.4689476,0.352074869,0.96771151,439.5656243,0.195782529,NA,Y
40,7,CARL237,CARL219,Arlington reef,198,0.0007212,0.0004695,ch2,Dell,0.04615,13/03/2023,19902,good/good,36,27,NA,NA,NA,844.0490949,0.608728207,0.994670599,NA,NA,NA,Y
80,3,CARL237,CARL219,Arlington reef,179,0.0005367,0.0004931,ch2,Dell,0.04593,29/04/2023,19893,good/good,36,27,292.5734824,0.157024188,0.9888,916.7812879,0.492036517,0.966013309,624.2078055,0.335012329,reliable? very noisey - 4th cycle used for max,Y
80,2,CARL237,CARL219,Arlington reef,179,0.0005853,0.0005357,ch3,Dell,0.04977,29/04/2023,19893,good/good,36,27,252.583601,0.147837182,0.983,752.8974306,0.440670866,0.997763809,500.3138297,0.292833684,Second cycle used for max,Y
80,1,CARL237,CARL219,Arlington reef,179,0.0005769,0.0005378,ch4,Dell,0.0486,29/04/2023,19893,good/good,36,27,395.2364652,0.228011917,0.9912,653.6185253,0.377072527,0.994341504,258.3820601,0.14906061,check max,Y
80,7,CARL237,CARL219,Arlington reef,179,0.0005694,0.0005525,ch2,Asus,0.04573,29/04/2023,19893,good/good,36,27,354.5981271,0.201908174,0.9836,1225.680247,0.697902333,0.983415027,871.0821201,0.495994159,NA,Y
80,6,CARL237,CARL219,Arlington reef,179,0.0006162,0.0005704,ch3,Asus,0.04551,29/04/2023,19893,good/good,36,27,452.1856196,0.278636779,0.9872,1081.115949,0.666183648,0.97734565,628.9303295,0.387546869,NA,Y
40,8,CARL237,CARL219,Arlington reef,198,0.0006051,0.0005903,ch1,Dell,0.04672,13/03/2023,19902,good/good,36,27,354.2334318,0.21434665,0.995,1070.68101,0.647869079,0.996523233,716.4475782,0.43352243,NA,Y
91,8,CARL241,CARL239,Arlington reef,282,0.00044,0.0003804,ch1,Asus,0.04565,9/05/2023,19892,good/good,35,27,362.1472976,0.159344811,0.9926,786.3943,0.3460135,0.9962961,424.247,0.18666867,NA,Y
91,7,CARL241,CARL239,Arlington reef,282,0.0004348,0.0003857,ch2,Asus,0.04573,9/05/2023,19892,good/good,35,27,398.961719,0.173468555,0.9842,1121.443538,0.48760365,0.96897506,722.4818188,0.314135095,NA,Y
57,5,CARL241,CARL239,Arlington reef,319,0.000418,0.0003997,ch4,Dell,0.0486,3/04/2023,19900,good/good,36,27,374.3685441,0.156486051,0.981,802.0392077,0.335252389,0.997580933,427.6706636,0.178766337,NA,Y
91,2,CARL241,CARL239,Arlington reef,282,0.0004485,0.00042,ch3,Dell,0.04977,9/05/2023,19892,good/good,35,27,395.1934496,0.177244262,0.9872,712.031,0.3193459,0.9895863,316.8376,0.14210165,NA,Y
91,6,CARL241,CARL239,Arlington reef,282,0.0004591,0.0004249,ch3,Asus,0.04551,9/05/2023,19892,good/good,35,27,365.0543138,0.167596435,0.9848,1171.993077,0.538062022,0.98438768,806.9387635,0.370465586,NA,Y
91,5,CARL241,CARL239,Arlington reef,282,0.0005315,0.0005148,ch4,Asus,0.04791,9/05/2023,19892,good/good,35,27,433.3957837,0.230349859,0.9796,1085.465755,0.576925049,0.941238149,652.0699711,0.34657519,NA,Y
91,4,CARL241,CARL239,Arlington reef,282,0.0005896,0.0005504,ch1,Dell,0.0465,9/05/2023,19892,good/good,35,27,388.2385379,0.228905442,0.9852,1074.108741,0.633294514,0.997465297,685.8702033,0.404389072,check max,Y
91,3,CARL241,CARL239,Arlington reef,282,0.0006104,0.0005624,ch2,Dell,0.04593,9/05/2023,19892,good/good,35,27,410.8720855,0.250796321,0.977,1370.0776,0.8362954,0.9565648,959.2056,0.58549907,NA,Y
57,7,CARL241,CARL239,Arlington reef,319,0.0006308,0.0006051,ch2,Dell,0.04593,3/04/2023,19900,good/good,36,27,417.2152883,0.263179404,0.991,904.8985093,0.57080998,0.99289549,487.683221,0.307630576,NA,Y
57,3,CARL241,CARL239,Arlington reef,319,0.0006812,0.000648,ch2,Asus,0.04958,3/04/2023,19900,good/good,36,27,313.5472557,0.213588391,0.9806,768.1295026,0.523249817,0.991079896,454.5822468,0.309661427,NA,Y
91,1,CARL241,CARL239,Arlington reef,282,0.0007358,0.0006721,ch4,Dell,0.0486,9/05/2023,19892,good/good,35,27,346.9237095,0.255266465,0.9888,902.4923527,0.664053873,0.995081521,555.5686431,0.408787408,NA,Y
57,8,CARL241,CARL239,Arlington reef,319,0.0007098,0.0006795,ch1,Dell,0.0465,3/04/2023,19900,good/good,36,27,389.4061524,0.276400487,0.995,926.297161,0.657485725,0.997082191,536.8910086,0.381085238,NA,Y
57,2,CARL241,CARL239,Arlington reef,319,0.0007758,0.0007157,ch3,Asus,0.04873,3/04/2023,19900,good/good,36,27,264.503711,0.205201979,0.9926,1031.765595,0.800443749,0.975873475,767.2618841,0.59524177,NA,Y
57,1,CARL241,CARL239,Arlington reef,319,0.0008477,0.0008131,ch4,Asus,0.05068,3/04/2023,19900,good/good,36,27,311.1209825,0.263737257,0.9792,801.5521366,0.679475746,0.968978665,490.4311541,0.415738489,check max; signal dropped during run leading to drop in % air staturation reading make sure this part of the max slope is ignored,Y
57,6,CARL241,CARL239,Arlington reef,319,0.000963,0.000913,ch3,Dell,0.04977,3/04/2023,19900,good/good,36,27,234.6079401,0.225927446,0.9734,747.6981492,0.720033318,0.997602319,513.0902091,0.494105871,NA,Y
100,4,CARL249,CARL360,Arlington reef,373,0.0004503,0.0004369,ch1,Dell,0.0465,13/05/2023,19888,good/good,36,30,495.6499679,0.223191181,0.9902,1607.971247,0.724069453,0.99017592,1112.321279,0.500878272,NA,Y
100,2,CARL249,CARL360,Arlington reef,373,0.0004707,0.0004707,ch3,Dell,0.04977,13/05/2023,19888,good/good,36,30,381.4839172,0.17956448,0.989,1358.028756,0.639224135,0.994785805,976.5448388,0.459659656,max and rest seems low,Y
100,1,CARL249,CARL360,Arlington reef,373,0.0005823,0.0005282,ch4,Dell,0.0486,13/05/2023,19888,good/good,36,30,321.6160721,0.187277039,0.9894,1136.629601,0.661859417,0.956713994,815.0135292,0.474582378,check max and rest,Y
100,8,CARL249,CARL360,Arlington reef,373,0.000553,0.0005349,ch1,Asus,0.04565,13/05/2023,19888,good/good,36,30,250.9011029,0.13874831,0.976,993.4381709,0.549371309,0.996999402,742.537068,0.410622999,NA,Y
100,3,CARL249,CARL360,Arlington reef,373,0.00058,0.0005531,ch2,Dell,0.04593,13/05/2023,19888,good/good,36,30,428.9520533,0.248792191,0.9878,1236.00671,0.716883892,0.972865339,807.0546567,0.468091701,NA,Y
100,6,CARL249,CARL360,Arlington reef,373,0.000587,0.0005741,ch3,Asus,0.04551,13/05/2023,19888,good/good,36,30,373.4268943,0.219201587,0.9852,1264.264062,0.742123004,0.985663993,890.8371677,0.522921417,NA,Y
100,7,CARL249,CARL360,Arlington reef,373,0.0006606,0.0006254,ch2,Asus,0.04573,13/05/2023,19888,good/good,36,30,320.3799516,0.211642996,0.9942,1343.780165,0.887701177,0.998116393,1023.400213,0.676058181,NA,Y
100,5,CARL249,CARL360,Arlington reef,373,0.000772,0.000742,ch4,Asus,0.04791,13/05/2023,19888,good/good,36,30,388.8653568,0.300204055,0.9904,1154.724501,0.891447315,0.996044155,765.8591439,0.591243259,NA,Y
133,2,CARL335,CARL359,Arlington reef,139,0.0006414,0.0006081,ch3,Dell_7440,0.04977,1/07/2023,19881,good/good,35,28.5,303.4669174,0.194643681,0.9774,834.1667405,0.535034547,0.980966928,530.699823,0.340390866,max file missing!,N
99,3,CARL335,CARL359,Arlington reef,106,0.00066,0.0006363,ch2,Dell,0.04593,11/05/2023,19888,good/good,36,28.5,377.2501976,0.24898513,0.99,1199.910211,0.791940739,0.948995958,822.6600134,0.542955609,check max,Y
99,5,CARL335,CARL359,Arlington reef,106,0.0006714,0.0006528,ch4,Asus,0.04791,11/05/2023,19888,good/good,36,28.5,530.7036817,0.356314452,0.9918,1279.724401,0.859206963,0.994945164,749.0207188,0.502892511,NA,Y
133,3,CARL335,CARL359,Arlington reef,139,0.0007225,0.0006981,ch2,Dell_7440,0.04593,1/07/2023,19881,good/good,35,28.5,424.1517079,0.306449609,0.9898,1131.622213,0.817597049,0.985462619,707.4705049,0.51114744,cycle2 used for max,Y
133,4,CARL335,CARL359,Arlington reef,139,0.0007161,0.0007055,ch1,Dell_7440,0.0465,1/07/2023,19881,good/good,35,28.5,389.7995603,0.279135465,0.9848,1166.987506,0.835679753,0.935632109,777.1879459,0.556544288,NA,Y
99,8,CARL335,CARL359,Arlington reef,106,0.0007357,0.0007385,ch1,Asus,0.04565,11/05/2023,19888,good/good,36,28.5,395.8862,0.274512292,0.9912,NA,NA,NA,NA,NA,NA,Y
99,2,CARL335,CARL359,Arlington reef,106,0.0007579,0.0007498,ch3,Dell,0.04977,11/05/2023,19888,good/good,36,28.5,296.3586151,0.224610194,0.9952,1143.718479,0.866824235,0.987795942,847.3598636,0.642214041,NA,Y
133,1,CARL335,CARL359,Arlington reef,139,0.0007814,0.0007676,ch4,Dell_7440,0.0486,1/07/2023,19881,good/good,35,28.5,353.5959661,0.276299888,0.9908,796.9628129,0.622746742,0.998729216,443.3668468,0.346446854,NA,Y
99,1,CARL335,CARL359,Arlington reef,106,0.0008021,0.0008021,ch4,Dell,0.0486,11/05/2023,19888,good/good,36,28.5,351.8134653,0.282189581,0.9946,1124.98306,0.902348912,0.979139973,773.1695944,0.620159332,NA,Y
133,8,CARL335,CARL359,Arlington reef,139,0.0008797,0.000857,ch1,Asus,0.04573,1/07/2023,19881,good/good,35,28.5,353.4736582,0.310950777,0.9934,1065.07882,0.936949838,0.995512724,711.6051623,0.625999061,Chamber2 was accidentally in the position of chamber1,Y
133,6,CARL335,CARL359,Arlington reef,139,0.0009275,0.0008935,ch3,Asus,0.04565,1/07/2023,19881,good/good,35,28.5,392.1047049,0.363677114,0.9922,984.8422649,0.913441201,0.989004949,592.7375599,0.549764087,Chamber1 was accidentally in the position of chamber 3,Y
99,7,CARL335,CARL359,Arlington reef,106,0.0009375,0.0009327,ch2,Asus,0.04573,11/05/2023,19888,good/good,36,28.5,418.8240084,0.392647508,0.9958,1015.868916,0.952377109,0.997695466,597.0449081,0.559729601,NA,Y
99,6,CARL335,CARL359,Arlington reef,106,0.0009457,0.0009433,ch3,Asus,0.04551,11/05/2023,19888,good/good,36,28.5,405.468052,0.383451137,0.9944,1059.978259,1.00242144,0.995030317,654.5102071,0.618970303,NA,Y
99,4,CARL335,CARL359,Arlington reef,106,0.000996,0.0009964,ch1,Dell,0.0465,11/05/2023,19888,good/good,36,28.5,457.4341649,0.455604428,0.9948,1088.572851,1.08421856,0.976632891,631.1386861,0.628614131,NA,Y
96,5,CARL338,CARL345,Arlington reef,105,0.0004724,0.0004531,ch4,Asus,0.04791,10/05/2023,19892,good/good,36,28.5,452.5704463,0.213794279,0.9902,1305.803057,0.616861364,0.979969028,853.2326108,0.403067085,NA,Y
96,7,CARL338,CARL345,Arlington reef,105,0.000485,0.0004646,ch2,Asus,0.04573,10/05/2023,19892,good/good,36,28.5,290.4916575,0.140888454,0.99,1062.950453,0.51553097,0.998858251,772.4587955,0.374642516,NA,Y
96,1,CARL338,CARL345,Arlington reef,105,0.0005109,0.000475,ch4,Dell,0.0486,10/05/2023,19892,good/good,36,28.5,370.0750426,0.189071339,0.9964,1103.596243,0.563827321,0.987514427,733.5212007,0.374755981,NA,Y
96,4,CARL338,CARL345,Arlington reef,105,0.0005386,0.000508,ch1,Dell,0.0465,10/05/2023,19892,good/good,36,28.5,374.0068557,0.201440092,0.9928,1058.831454,0.570286621,0.957558264,684.824598,0.368846528,check max,Y
96,2,CARL338,CARL345,Arlington reef,105,0.0006801,0.0006413,ch3,Dell,0.04977,10/05/2023,19892,good/good,36,28.5,247.2483604,0.16815361,0.9806,1061.69695,0.722060096,0.991820522,814.4485901,0.553906486,NA,Y
96,6,CARL338,CARL345,Arlington reef,105,0.000659,0.0006442,ch3,Asus,0.04551,10/05/2023,19892,good/good,36,28.5,371.4880594,0.244810631,0.9874,984.2038967,0.648590368,0.996397968,612.7158373,0.403779737,check max,Y
96,3,CARL338,CARL345,Arlington reef,105,0.0007235,0.0006806,ch2,Dell,0.04593,10/05/2023,19892,good/good,36,28.5,387.0520228,0.280032139,0.9946,1171.182835,0.847350781,0.997180394,784.1308122,0.567318643,NA,Y
96,8,CARL338,CARL345,Arlington reef,105,0.0008244,0.0007782,ch1,Asus,0.04565,10/05/2023,19892,good/good,36,28.5,298.3477858,0.245957915,0.9952,NA,NA,NA,NA,NA,NA,Y
73,2,CARL344,CARL370,Arlington reef,166,0.0003941,0.0003634,ch3,Dell,0.04977,6/04/2023,19900,good/good,36,30,302.0652847,0.119043929,0.9874,1451.851836,0.572174808,0.991964567,1149.786551,0.45313088,maybe,Y
79,7,CARL344,CARL370,Arlington reef,166,0.0003895,0.0003696,ch2,Asus,0.04573,28/04/2023,19893,good/good,36,30,698.6751247,0.272133961,0.9816,1749.753092,0.681528829,0.999088603,1051.077968,0.409394868,NA,Y
79,2,CARL344,CARL370,Arlington reef,166,0.0004689,0.0004308,ch3,Dell,0.04977,28/04/2023,19893,good/good,36,30,392.0088638,0.183812956,0.997,986.3773458,0.462512337,0.994825236,594.368482,0.278699381,NA,Y
79,4,CARL344,CARL370,Arlington reef,166,0.0004766,0.0004369,ch1,Dell,0.0465,28/04/2023,19893,good/good,36,30,484.4680806,0.230897487,0.99,875.3938727,0.41721272,0.995710016,390.9257921,0.186315233,NA,Y
73,3,CARL344,CARL370,Arlington reef,166,0.0004895,0.0004456,ch2,Dell,0.04593,6/04/2023,19900,good/good,36,30,318.4407177,0.155876731,0.991,931.1237964,0.455785098,0.99265589,612.6830788,0.299908367,max reliable?,Y
73,8,CARL344,CARL370,Arlington reef,166,0.0004987,0.000479,ch1,Asus,0.04565,6/04/2023,19900,good/good,36,30,457.6024674,0.228206351,0.9878,1075.979524,0.536590989,0.997041084,618.3770566,0.308384638,check max,Y
73,5,CARL344,CARL370,Arlington reef,166,0.0005589,0.00052,ch4,Asus,0.05068,6/04/2023,19900,good/good,36,30,553.1292578,0.309143942,0.983,1498.198353,0.83734306,0.994069394,945.0690953,0.528199117,NA,Y
73,4,CARL344,CARL370,Arlington reef,166,0.0005599,0.0005204,ch1,Dell,0.0465,6/04/2023,19900,good/good,36,30,403.2905755,0.225802393,0.9938,1047.67219,0.586591659,0.999014113,644.3816143,0.360789266,NA,Y
47,1,CARL344,CARL370,Arlington reef,100,0.0005585,0.0005418,ch4,Dell,0.04882,15/03/2023,19901,good/good,36,30,367.0049791,0.204972281,0.9894,1439.662284,0.804051386,0.990059832,1072.657305,0.599079105,NA,Y
79,3,CARL344,CARL370,Arlington reef,166,0.0005987,0.0005545,ch2,Dell,0.04593,28/04/2023,19893,good/good,36,30,479.7488379,0.287225629,0.9936,1351.814182,0.809331151,0.991254425,872.065344,0.522105521,NA,Y
79,6,CARL344,CARL370,Arlington reef,166,0.0006116,0.000574,ch3,Asus,0.04551,28/04/2023,19893,good/good,36,30,387.2429704,0.236837801,0.986,1275.090312,0.779845235,0.988106811,887.847342,0.543007434,NA,Y
73,1,CARL344,CARL370,Arlington reef,166,0.0006799,0.0006326,ch4,Dell,0.0486,6/04/2023,19900,good/good,36,30,345.8025333,0.235111142,0.9838,1288.534255,0.87607444,0.982913076,942.7317214,0.640963297,NA,Y
47,3,CARL344,CARL370,Arlington reef,100,0.0007012,0.0006544,ch2,Dell,0.04615,15/03/2023,19901,good/good,36,30,353.6684399,0.24799231,0.9972,843.2016659,0.591253008,0.994802543,489.533226,0.343260698,NA,N
47,2,CARL344,CARL370,Arlington reef,100,0.0007293,0.0006865,ch3,Dell,0.04999,15/03/2023,19901,good/good,36,30,395.2313,0.288242,0.994,1113.703136,0.812223697,0.994792163,718.4718359,0.523981697,NA,Y
79,5,CARL344,CARL370,Arlington reef,166,0.0007417,0.0006915,ch4,Asus,0.04791,28/04/2023,19893,good/good,36,30,426.7389639,0.31651229,0.984,1205.581459,0.894179768,0.978419859,778.8424949,0.577667478,NA,Y
73,7,CARL344,CARL370,Arlington reef,166,0.0007854,0.0007552,ch2,Asus,0.04958,6/04/2023,19900,good/good,36,30,438.9135517,0.344722703,0.9894,1203.876816,0.945524851,0.997645031,764.9632639,0.600802147,NA,Y
59,8,CARL354,CARL355,Arlington reef,281,0.0004583,0.0004381,ch1,Dell,0.0465,4/04/2023,19900,good/good,36,27,400.6537283,0.183619604,0.992,1058.251263,0.484996554,0.99384898,657.5975346,0.30137695,NA,Y
85,5,CARL354,CARL355,Arlington reef,121,0.000495,0.0004807,ch4,Asus,0.04791,3/05/2023,19893,good/good,36,27,515.2621844,0.255054781,0.9868,1084.863073,0.537007221,0.995711456,569.6008886,0.28195244,NA,Y
85,4,CARL354,CARL355,Arlington reef,121,0.0005931,0.0005666,ch1,Dell,0.0465,3/05/2023,19893,good/good,36,27,452.4747791,0.268362791,0.9928,928.8756574,0.550916152,0.991350388,476.4008783,0.282553361,NA,Y
59,4,CARL354,CARL355,Arlington reef,281,0.000618,0.0005715,ch1,Asus,0.04565,4/04/2023,19900,good/good,36,27,175.3276212,0.10835247,0.9844,589.8990453,0.36455761,0.997603678,414.5714241,0.25620514,check max,Y
85,6,CARL354,CARL355,Arlington reef,121,0.0006303,0.0005823,ch3,Asus,0.04551,3/05/2023,19893,good/good,36,27,408.4013429,0.257415366,0.9876,1307.457209,0.824090279,0.982651118,899.0558658,0.566674912,NA,Y
59,7,CARL354,CARL355,Arlington reef,281,0.0006218,0.0006028,ch2,Dell,0.04593,4/04/2023,19900,good/good,36,27,314.6951362,0.195677436,0.9828,826.1316934,0.513688687,0.993036495,511.4365572,0.318011251,check max,Y
85,3,CARL354,CARL355,Arlington reef,121,0.0006461,0.0006201,ch2,Dell,0.04593,3/05/2023,19893,good/good,36,27,437.714672,0.28280745,0.9812,869.0855511,0.561516175,0.996398106,431.3708791,0.278708725,NA,Y
59,5,CARL354,CARL355,Arlington reef,281,0.0006711,0.0006382,ch4,Dell,0.0486,4/04/2023,19900,good/good,36,27,177.4127422,0.119061691,0.9658,654.5838103,0.439291195,0.985749786,477.1710681,0.320229504,check max,Y
59,3,CARL354,CARL355,Arlington reef,281,0.0007026,0.0006559,ch2,Asus,0.04958,4/04/2023,19900,good/good,36,27,314.7226118,0.221124107,0.9836,909.2368534,0.638829813,0.993044599,594.5142416,0.417705706,NA,Y
59,2,CARL354,CARL355,Arlington reef,281,0.0006868,0.0006596,ch3,Asus,0.04873,4/04/2023,19900,good/good,36,27,388.366649,0.266730215,0.9986,1253.886044,0.861168935,0.997361992,865.5193947,0.59443872,NA,Y
85,1,CARL354,CARL355,Arlington reef,121,0.0007254,0.0006672,ch4,Dell,0.0486,3/05/2023,19893,good/good,36,27,432.9016577,0.314026863,0.9964,923.5126682,0.66991609,0.993787186,490.6110105,0.355889227,NA,Y
85,7,CARL354,CARL355,Arlington reef,121,0.0007266,0.0006764,ch2,Asus,0.04573,3/05/2023,19893,good/good,36,27,433.7339679,0.315151101,0.9916,1040.959487,0.756361163,0.99870687,607.2255192,0.441210062,NA,Y
59,6,CARL354,CARL355,Arlington reef,281,0.0007828,0.0007423,ch3,Dell,0.04977,4/04/2023,19900,good/good,36,27,185.0938497,0.144891466,0.9766,788.2692555,0.617057173,0.991998986,603.1754058,0.472165708,NA,Y
85,2,CARL354,CARL355,Arlington reef,121,0.0007853,0.0007517,ch3,Dell,0.04977,3/05/2023,19893,good/good,36,27,352.6740758,0.276954952,0.9862,855.6545557,0.671945523,0.998783157,502.9804799,0.394990571,NA,Y
112,5,CARL354,CARL355,Arlginton reef,221,0.0003949,0.0003541,ch4,Asus,0.04791,27/05/2023,19951,good/good,37,27,223.7425163,0.08835592,0.9852,975.248051,0.385125455,0.9694708,751.5055347,0.296769536,NA,Y
112,7,CARL354,CARL355,Arlginton reef,221,0.0004343,0.0003864,ch2,Asus,0.04573,27/05/2023,19951,good/good,37,27,443.6870625,0.192693291,0.979,1610.752311,0.699549728,0.997003754,1167.065248,0.506856437,NA,Y
112,6,CARL354,CARL355,Arlginton reef,221,0.0004313,0.0003928,ch3,Asus,0.04551,27/05/2023,19951,good/good,37,27,242.8935509,0.104759989,0.982,1133.963655,0.489078524,0.997824329,891.0701039,0.384318536,NA,Y
112,4,CARL354,CARL355,Arlginton reef,221,0.0005249,0.0004728,ch1,Dell,0.0465,27/05/2023,19951,good/good,37,27,404.634922,0.212392871,0.9904,1193.546151,0.626492375,0.991367077,788.9112291,0.414099504,NA,Y
112,3,CARL354,CARL355,Arlginton reef,221,0.0005153,0.0004766,ch2,Dell,0.04593,27/05/2023,19951,good/good,37,27,313.3934072,0.161491623,0.9814,NA,NA,NA,NA,NA,NA,Y
112,2,CARL354,CARL355,Arlginton reef,221,0.0005381,0.0004849,ch3,Dell,0.04977,27/05/2023,19951,good/good,37,27,249.8994734,0.134470907,0.9872,875.8633916,0.471302091,0.965499895,625.9639182,0.336831184,NA,Y
112,1,CARL354,CARL355,Arlginton reef,221,0.0006263,0.0005564,ch4,Dell,0.0486,27/05/2023,19951,good/good,37,27,293.409574,0.183762416,0.9774,1091.829098,0.683812564,0.975525402,798.419524,0.500050148,NA,Y
126,8,CARL360,CARL249,Arlington reef,272,0.0004646,0.0004509,ch1,Asus,0.04573,19/06/2023,19882,good/good,35,30,463.2031351,0.215204177,0.9766,1216.40302,0.565140843,0.99542895,753.1998852,0.349936667,Chamber2 was accidentally in the position of chamber1,Y
126,4,CARL360,CARL249,Arlington reef,272,0.0004725,0.0004626,ch1,Dell_7440,0.0465,19/06/2023,19882,good/good,37,30,517.8658123,0.244691596,0.9784,1761.543864,0.832329476,0.975214384,1243.678052,0.587637879,NA,Y
